Time,Position_N,Position_E,Position_D,Flight path angle,Heading angle,Total angle of attack,Bank angle,Ground speed,Lateral acceleration (command),Lateral acceleration (response),Bank angle (command),Bank angle (response),Drag force,Thrust force,Gravitational acceleration,Yaw,Pitch,Roll,Elevation,Azimuth
11.75,3049.844054,41.06441887,-2002.678417,-0.013404848,0.175269271,4.974216386,-0.982670145,260.0816702,0.93750429,0.935014264,-0.953239171,-0.982670145,102094.7434,101805.8472,9.813429467,0.089748346,4.960078143,-0.986364234,21.02504845,-0.820087279
11.76,3052.444856,41.07236646,-2002.677806,-0.013529471,0.174900991,4.97467903,-0.980532721,260.0812458,0.937565462,0.935098234,-0.951173948,-0.980532721,102094.4165,101807.8187,9.813429469,0.089558105,4.960419282,-0.984219282,21.03111758,-0.819389445
11.77,3055.045654,41.08029733,-2002.677189,-0.01365213,0.174533478,4.975137703,-0.97840058,260.0808231,0.937626052,0.935181469,-0.949113756,-0.97840058,102094.091,101809.7902,9.813429471,0.089368274,4.960758402,-0.982079626,21.03718849,-0.818693599
11.78,3057.646448,41.08821152,-2002.676567,-0.013772842,0.17416673,4.975592432,-0.976273701,260.0804021,0.937686064,0.935263976,-0.947058577,-0.976273701,102093.7668,101811.7617,9.813429473,0.089178853,4.96109551,-0.979945248,21.04326119,-0.817999736
11.79,3060.247238,41.09610908,-2002.675939,-0.013891623,0.173800746,4.976043241,-0.974152066,260.0799827,0.937745501,0.935345757,-0.945008395,-0.974152066,102093.444,101813.7332,9.813429475,0.088989839,4.961430616,-0.977816129,21.0493357,-0.817307849
11.8,3062.848024,41.10399002,-2002.675306,-0.01400849,0.173435525,4.976490156,-0.972035657,260.0795651,0.937804369,0.935426819,-0.942963192,-0.972035657,102093.1226,101815.7045,9.813429477,0.088801233,4.961763729,-0.97569225,21.05541202,-0.816617934
11.81,3065.448806,41.11185439,-2002.674667,-0.01412346,0.173071064,4.976933201,-0.969924456,260.0791491,0.937862671,0.935507165,-0.940922952,-0.969924456,102092.8026,101817.6757,9.813429479,0.088613033,4.962094855,-0.973573594,21.06149017,-0.815929984
11.82,3068.049583,41.11970222,-2002.674023,-0.014236549,0.172707362,4.977372402,-0.967818444,260.0787348,0.93792041,0.935586801,-0.938887657,-0.967818444,102092.4839,101819.6466,9.813429481,0.088425239,4.962424005,-0.971460141,21.06757017,-0.815243993
11.83,3070.650357,41.12753355,-2002.673375,-0.014347773,0.172344418,4.977807783,-0.965717604,260.0783221,0.937977591,0.93566573,-0.93685729,-0.965717604,102092.1666,101821.6173,9.813429483,0.088237849,4.962751187,-0.969351874,21.07365203,-0.814559956
11.84,3073.251126,41.1353484,-2002.672721,-0.014457149,0.17198223,4.978239369,-0.963621917,260.0779112,0.938034217,0.935743959,-0.934831836,-0.963621917,102091.8507,101823.5876,9.813429485,0.088050863,4.963076408,-0.967248776,21.07973576,-0.813877868
11.85,3075.851891,41.14314682,-2002.672062,-0.014564693,0.171620797,4.978667185,-0.961531365,260.0775018,0.938090293,0.93582149,-0.932811278,-0.961531365,102091.5361,101825.5575,9.813429487,0.08786428,4.963399678,-0.965150827,21.08582138,-0.813197721
11.86,3078.452652,41.15092884,-2002.671399,-0.014670421,0.171260117,4.979091254,-0.959445932,260.0770942,0.938145821,0.935898329,-0.930795598,-0.959445932,102091.2229,101827.527,9.813429489,0.087678098,4.963721005,-0.96305801,21.09190889,-0.812519512
11.87,3081.05341,41.15869449,-2002.67073,-0.014774349,0.170900189,4.979511602,-0.957365598,260.0766882,0.938200807,0.935974481,-0.928784781,-0.957365598,102090.911,101829.496,9.813429491,0.087492318,4.964040398,-0.960970307,21.09799832,-0.811843233
11.88,3083.654163,41.16644381,-2002.670057,-0.014876492,0.170541011,4.979928252,-0.955290346,260.0762838,0.938255253,0.936049949,-0.92677881,-0.955290346,102090.6004,101831.4644,9.813429493,0.087306937,4.964357864,-0.958887702,21.10408967,-0.81116888
11.89,3086.254912,41.17417683,-2002.66938,-0.014976867,0.170182581,4.980341228,-0.95322016,260.0758811,0.938309164,0.936124739,-0.92477767,-0.95322016,102090.2912,101833.4322,9.813429495,0.087121956,4.964673413,-0.956810175,21.11018296,-0.810496447
11.9,3088.855657,41.18189359,-2002.668698,-0.015075488,0.169824899,4.980750555,-0.951155021,260.07548,0.938362542,0.936198854,-0.922781343,-0.951155021,102089.9833,101835.3994,9.813429497,0.086937372,4.964987052,-0.954737711,21.11627821,-0.809825929
11.91,3091.456399,41.18959412,-2002.668011,-0.015172372,0.169467962,4.981156256,-0.949094912,260.0750805,0.938415393,0.9362723,-0.920789814,-0.949094912,102089.6768,101837.3658,9.813429499,0.086753186,4.96529879,-0.952670291,21.12237542,-0.80915732
11.92,3094.057136,41.19727845,-2002.66732,-0.015267534,0.169111769,4.981558355,-0.947039816,260.0746827,0.938467719,0.93634508,-0.918803067,-0.947039816,102089.3715,101839.3315,9.813429501,0.086569397,4.965608636,-0.950607898,21.12847461,-0.808490615
11.93,3096.657869,41.20494661,-2002.666625,-0.015360989,0.168756319,4.981956876,-0.944989716,260.0742866,0.938519525,0.936417199,-0.916821087,-0.944989716,102089.0676,101841.2964,9.813429503,0.086386003,4.965916597,-0.948550515,21.13457579,-0.807825808
11.94,3099.258599,41.21259865,-2002.665926,-0.015452753,0.16840161,4.982351842,-0.942944595,260.073892,0.938570814,0.936488662,-0.914843856,-0.942944595,102088.7651,101843.2604,9.813429506,0.086203003,4.966222682,-0.946498125,21.14067899,-0.807162893
11.95,3101.859325,41.22023459,-2002.665222,-0.01554284,0.16804764,4.982743276,-0.940904435,260.0734991,0.938621589,0.936559473,-0.91287136,-0.940904435,102088.4638,101845.2235,9.813429508,0.086020398,4.9665269,-0.944450711,21.1467842,-0.806501867
11.96,3104.460046,41.22785447,-2002.664515,-0.015631265,0.167694408,4.983131202,-0.938869221,260.0731077,0.938671854,0.936629635,-0.910903583,-0.938869221,102088.1639,101847.1856,9.81342951,0.085838185,4.966829258,-0.942408257,21.15289144,-0.805842722
11.97,3107.060764,41.23545832,-2002.663803,-0.015718045,0.167341914,4.983515642,-0.936838935,260.072718,0.938721613,0.936699155,-0.908940509,-0.936838935,102087.8652,101849.1468,9.813429512,0.085656364,4.967129765,-0.940370744,21.15900073,-0.805185454
11.98,3109.661478,41.24304617,-2002.663088,-0.015803192,0.166990154,4.983896621,-0.93481356,260.0723299,0.938770869,0.936768035,-0.906982122,-0.93481356,102087.5679,101851.1068,9.813429514,0.085474934,4.96742843,-0.938338158,21.16511208,-0.804530058
11.99,3112.262189,41.25061807,-2002.662369,-0.015886723,0.166639128,4.98427416,-0.932793081,260.0719434,0.938819627,0.93683628,-0.905028409,-0.932793081,102087.2718,101853.0658,9.813429517,0.085293895,4.96772526,-0.93631048,21.17122551,-0.803876528
12,3114.862895,41.25817404,-2002.661646,-0.015968651,0.166288834,4.984648282,-0.93077748,260.0715585,0.938867889,0.936903894,-0.903079352,-0.93077748,102086.9771,101855.0236,9.813429519,0.085113244,4.968020263,-0.934287695,21.17734102,-0.803224859
12.01,3117.463598,41.26571411,-2002.660919,-0.016048991,0.16593927,4.985019011,-0.928766741,260.0711753,0.938915659,0.936970882,-0.901134938,-0.928766741,102086.6836,101856.9802,9.813429521,0.084932983,4.968313449,-0.932269786,21.18345863,-0.802575046
12.02,3120.064297,41.27323832,-2002.660189,-0.016127758,0.165590436,4.985386369,-0.926760848,260.0707935,0.93896294,0.937037248,-0.89919515,-0.926760848,102086.3915,101858.9355,9.813429523,0.084753108,4.968604824,-0.930256737,21.18957835,-0.801927084
12.03,3122.664992,41.2807467,-2002.659455,-0.016204965,0.16524233,4.985750378,-0.924759785,260.0704134,0.939009736,0.937102996,-0.897259974,-0.924759785,102086.1006,101860.8896,9.813429526,0.084573621,4.968894398,-0.928248532,21.1957002,-0.801280967
12.04,3125.265683,41.28823929,-2002.658718,-0.016280628,0.16489495,4.98611106,-0.922763535,260.0700349,0.939056051,0.93716813,-0.895329394,-0.922763535,102085.811,101862.8423,9.813429528,0.084394519,4.969182178,-0.926245154,21.20182419,-0.800636691
12.05,3127.866371,41.29571611,-2002.657977,-0.016354761,0.164548294,4.986468438,-0.920772082,260.0696579,0.939101888,0.937232654,-0.893403396,-0.920772082,102085.5226,101864.7936,9.81342953,0.084215802,4.969468172,-0.924246587,21.20795033,-0.79999425
12.06,3130.467055,41.30317721,-2002.657233,-0.016427376,0.164202362,4.986822535,-0.918785411,260.0692826,0.93914725,0.937296573,-0.891481965,-0.918785411,102085.2356,101866.7435,9.813429532,0.08403747,4.969752389,-0.922252815,21.21407864,-0.79935364
12.07,3133.067735,41.31062261,-2002.656486,-0.016498489,0.163857152,4.987173371,-0.916803505,260.0689088,0.939192141,0.93735989,-0.889565087,-0.916803505,102084.9498,101868.6919,9.813429535,0.08385952,4.970034837,-0.920263823,21.22020912,-0.798714855
12.08,3135.668411,41.31805234,-2002.655735,-0.016568113,0.163512662,4.987520968,-0.91482635,260.0685365,0.939236564,0.937422609,-0.887652746,-0.91482635,102084.6653,101870.6388,9.813429537,0.083681953,4.970315524,-0.918279595,21.2263418,-0.79807789
12.09,3138.269084,41.32546645,-2002.654982,-0.016636262,0.163168892,4.98786535,-0.912853928,260.0681659,0.939280523,0.937484736,-0.885744927,-0.912853928,102084.382,101872.5841,9.813429539,0.083504768,4.970594458,-0.916300114,21.23247668,-0.79744274
12.1,3140.869753,41.33286495,-2002.654225,-0.016702949,0.162825838,4.988206536,-0.910886224,260.0677968,0.93932402,0.937546273,-0.883841617,-0.910886224,102084.1,101874.5278,9.813429542,0.083327963,4.970871646,-0.914325365,21.23861378,-0.796809401
12.11,3143.470419,41.3402479,-2002.653465,-0.016768189,0.162483501,4.98854455,-0.908923224,260.0674292,0.93936706,0.937607225,-0.881942801,-0.908923224,102083.8192,101876.4699,9.813429544,0.083151538,4.971147098,-0.912355333,21.24475311,-0.796177867
12.12,3146.071081,41.3476153,-2002.652703,-0.016831994,0.162141878,4.988879411,-0.906964911,260.0670632,0.939409645,0.937667595,-0.880048464,-0.906964911,102083.5397,101878.4103,9.813429546,0.082975491,4.971420821,-0.910390002,21.25089469,-0.795548134
12.13,3148.671739,41.35496721,-2002.651937,-0.016894379,0.161800968,4.989211143,-0.905011269,260.0666987,0.939451779,0.937727389,-0.878158593,-0.905011269,102083.2615,101880.3489,9.813429549,0.082799823,4.971692823,-0.908429357,21.25703852,-0.794920196
12.14,3151.272394,41.36230365,-2002.651169,-0.016955355,0.16146077,4.989539765,-0.903062285,260.0663358,0.939493465,0.937786609,-0.876273173,-0.903062285,102082.9845,101882.2858,9.813429551,0.082624532,4.971963111,-0.906473382,21.26318462,-0.794294049
12.15,3153.873045,41.36962466,-2002.650398,-0.017014938,0.161121283,4.989865299,-0.901117942,260.0659745,0.939534707,0.937845259,-0.874392189,-0.901117942,102082.7087,101884.2208,9.813429553,0.082449618,4.972231695,-0.904522062,21.26933301,-0.793669688
12.16,3156.473692,41.37693026,-2002.649625,-0.017073139,0.160782504,4.990187766,-0.899178225,260.0656146,0.939575507,0.937903345,-0.872515628,-0.899178225,102082.4341,101886.154,9.813429556,0.082275079,4.972498581,-0.902575382,21.27548369,-0.793047109
12.17,3159.074336,41.38422049,-2002.648848,-0.017129971,0.160444432,4.990507186,-0.89724312,260.0652563,0.93961587,0.937960868,-0.870643475,-0.89724312,102082.1608,101888.0852,9.813429558,0.082100915,4.972763779,-0.900633327,21.28163668,-0.792426305
12.18,3161.674977,41.39149538,-2002.64807,-0.017185449,0.160107067,4.990823582,-0.89531261,260.0648995,0.939655797,0.938017834,-0.868775718,-0.89531261,102081.8887,101890.0146,9.813429561,0.081927125,4.973027295,-0.898695881,21.28779199,-0.791807273
12.19,3164.275614,41.39875496,-2002.647288,-0.017239584,0.159770405,4.991136973,-0.893386682,260.0645443,0.939695292,0.938074246,-0.866912341,-0.893386682,102081.6178,101891.9419,9.813429563,0.081753708,4.973289137,-0.896763031,21.29394964,-0.791190008
12.2,3166.876247,41.40599927,-2002.646505,-0.017292389,0.159434447,4.991447379,-0.891465321,260.0641906,0.939734359,0.938130108,-0.865053331,-0.891465321,102081.3482,101893.8673,9.813429565,0.081580662,4.973549314,-0.89483476,21.30010963,-0.790574505
12.21,3169.476877,41.41322834,-2002.645719,-0.017343877,0.159099191,4.991754822,-0.889548511,260.0638383,0.939773001,0.938185424,-0.863198675,-0.889548511,102081.0797,101895.7905,9.813429568,0.081407989,4.973807833,-0.892911055,21.30627199,-0.78996076
12.22,3172.077504,41.42044219,-2002.64493,-0.017394061,0.158764635,4.992059322,-0.887636239,260.0634876,0.93981122,0.938240198,-0.861348358,-0.887636239,102080.8125,101897.7117,9.81342957,0.081235686,4.974064703,-0.8909919,21.31243672,-0.789348767
12.23,3174.678127,41.42764087,-2002.64414,-0.017442953,0.158430777,4.992360899,-0.885728489,260.0631384,0.93984902,0.938294433,-0.859502367,-0.885728489,102080.5465,101899.6308,9.813429573,0.081063752,4.97431993,-0.889077281,21.31860383,-0.788738523
12.24,3177.278746,41.4348244,-2002.643347,-0.017490566,0.158097617,4.992659573,-0.883825246,260.0627907,0.939886405,0.938348133,-0.857660688,-0.883825246,102080.2817,101901.5476,9.813429575,0.080892188,4.974573523,-0.887167183,21.32477334,-0.788130022
12.25,3179.879363,41.44199281,-2002.642552,-0.017536911,0.157765153,4.992955364,-0.881926498,260.0624445,0.939923376,0.938401303,-0.855823309,-0.881926498,102080.018,101903.4623,9.813429578,0.080720991,4.97482549,-0.885261592,21.33094527,-0.78752326
12.26,3182.479975,41.44914614,-2002.641755,-0.017582001,0.157433383,4.993248293,-0.880032228,260.0620998,0.939959937,0.938453944,-0.853990215,-0.880032228,102079.7556,101905.3747,9.81342958,0.080550162,4.975075837,-0.883360494,21.33711962,-0.786918232
12.27,3185.080585,41.45628441,-2002.640956,-0.017625849,0.157102307,4.993538378,-0.878142423,260.0617566,0.939996092,0.938506063,-0.852161393,-0.878142423,102079.4944,101907.2848,9.813429583,0.080379699,4.975324574,-0.881463874,21.34329641,-0.786314934
12.28,3187.681191,41.46340767,-2002.640155,-0.017668466,0.156771922,4.99382564,-0.876257068,260.0614148,0.940031843,0.938557661,-0.850336831,-0.876257068,102079.2343,101909.1927,9.813429585,0.080209602,4.975571707,-0.879571717,21.34947564,-0.785713362
12.29,3190.281793,41.47051594,-2002.639352,-0.017709864,0.156442228,4.994110099,-0.87437615,260.0610746,0.940067193,0.938608743,-0.848516514,-0.87437615,102078.9754,101911.0981,9.813429587,0.080039869,4.975817245,-0.87768401,21.35565734,-0.78511351
12.3,3192.882393,41.47760924,-2002.638547,-0.017750056,0.156113222,4.994391773,-0.872499655,260.0607358,0.940102145,0.938659312,-0.84670043,-0.872499655,102078.7177,101913.0012,9.81342959,0.079870501,4.976061194,-0.875800739,21.36184152,-0.784515375
12.31,3195.482989,41.48468762,-2002.637741,-0.017789053,0.155784904,4.994670683,-0.870627567,260.0603985,0.940136703,0.938709372,-0.844888566,-0.870627567,102078.4612,101914.9018,9.813429592,0.079701495,4.976303563,-0.873921889,21.36802818,-0.783918951
12.32,3198.083581,41.49175111,-2002.636932,-0.017826866,0.155457273,4.994946848,-0.868759874,260.0600627,0.940170868,0.938758927,-0.843080908,-0.868759874,102078.2059,101916.8,9.813429595,0.079532852,4.97654436,-0.872047447,21.37421735,-0.783324235
12.33,3200.68417,41.49879973,-2002.636122,-0.017863508,0.155130325,4.995220286,-0.866896561,260.0597283,0.940204645,0.93880798,-0.841277444,-0.866896561,102077.9517,101918.6957,9.813429597,0.079364571,4.976783591,-0.870177398,21.38040902,-0.782731222
12.34,3203.284756,41.50583352,-2002.635311,-0.017898991,0.154804062,4.995491017,-0.865037615,260.0593954,0.940238036,0.938856534,-0.83947816,-0.865037615,102077.6987,101920.5889,9.8134296,0.07919665,4.977021265,-0.868311729,21.38660323,-0.782139908
12.35,3205.885339,41.5128525,-2002.634497,-0.017933324,0.15447848,4.99575906,-0.863183022,260.059064,0.940271044,0.938904594,-0.837683045,-0.863183022,102077.4468,101922.4795,9.813429602,0.079029089,4.977257388,-0.866450426,21.39279997,-0.781550288
12.36,3208.485918,41.51985672,-2002.633683,-0.017966521,0.154153578,4.996024435,-0.861332768,260.058734,0.940303672,0.938952162,-0.835892085,-0.861332768,102077.1962,101924.3675,9.813429605,0.078861887,4.977491969,-0.864593475,21.39899926,-0.780962358
12.37,3211.086495,41.52684619,-2002.632867,-0.017998592,0.153829356,4.996287159,-0.859486839,260.0584054,0.940335923,0.938999243,-0.834105267,-0.859486839,102076.9466,101926.2529,9.813429607,0.078695044,4.977725016,-0.862740863,21.40520112,-0.780376113
12.38,3213.687068,41.53382096,-2002.632049,-0.018029549,0.153505812,4.996547251,-0.857645223,260.0580783,0.940367799,0.93904584,-0.83232258,-0.857645223,102076.6982,101928.1356,9.81342961,0.078528557,4.977956534,-0.860892576,21.41140555,-0.77979155
12.39,3216.287637,41.54078104,-2002.63123,-0.018059403,0.153182944,4.99680473,-0.855807905,260.0577527,0.940399304,0.939091955,-0.830544009,-0.855807905,102076.451,101930.0157,9.813429612,0.078362428,4.978186533,-0.859048601,21.41761257,-0.779208664
12.4,3218.888204,41.54772648,-2002.63041,-0.018088164,0.15286075,4.997059615,-0.853974873,260.0574284,0.94043044,0.939137594,-0.828769544,-0.853974873,102076.2049,101931.893,9.813429615,0.078196655,4.978415019,-0.857208924,21.42382219,-0.77862745
12.41,3221.488767,41.5546573,-2002.629588,-0.018115844,0.152539231,4.997311924,-0.852146112,260.0571056,0.94046121,0.939182758,-0.826999171,-0.852146112,102075.9599,101933.7675,9.813429618,0.078031236,4.978642,-0.855373532,21.43003443,-0.778047905
12.42,3224.089327,41.56157354,-2002.628765,-0.018142455,0.152218384,4.997561676,-0.850321611,260.0567843,0.940491617,0.939227452,-0.825232878,-0.850321611,102075.716,101935.6393,9.81342962,0.077866173,4.978867484,-0.853542411,21.43624929,-0.777470025
12.43,3226.689884,41.56847521,-2002.627941,-0.018168006,0.151898208,4.997808887,-0.848501354,260.0564643,0.940521664,0.939271679,-0.823470653,-0.848501354,102075.4733,101937.5083,9.813429623,0.077701462,4.979091477,-0.851715549,21.44246679,-0.776893804
12.44,3229.290438,41.57536237,-2002.627116,-0.018192508,0.151578701,4.998053578,-0.84668533,260.0561458,0.940551354,0.939315443,-0.821712483,-0.84668533,102075.2318,101939.3744,9.813429625,0.077537104,4.979313987,-0.849892932,21.44868694,-0.776319239
12.45,3231.890989,41.58223502,-2002.62629,-0.018215973,0.151259862,4.998295765,-0.844873525,260.0558287,0.940580688,0.939358745,-0.819958357,-0.844873525,102074.9913,101941.2377,9.813429628,0.077373099,4.979535022,-0.848074548,21.45490975,-0.775746327
12.46,3234.491536,41.58909322,-2002.625462,-0.01823841,0.150941691,4.998535466,-0.843065927,260.055513,0.940609671,0.939401591,-0.818208261,-0.843065927,102074.752,101943.098,9.81342963,0.077209444,4.979754588,-0.846260382,21.46113524,-0.775175061
12.47,3237.092081,41.59593698,-2002.624634,-0.018259831,0.150624184,4.9987727,-0.841262521,260.0551987,0.940638304,0.939443983,-0.816462185,-0.841262521,102074.5137,101944.9554,9.813429633,0.07704614,4.979972694,-0.844450422,21.46736341,-0.77460544
12.48,3239.692622,41.60276633,-2002.623805,-0.018280246,0.150307342,4.999007484,-0.839463297,260.0548858,0.940666591,0.939485925,-0.814720116,-0.839463297,102074.2766,101946.8099,9.813429635,0.076883186,4.980189345,-0.842644656,21.47359429,-0.774037457
12.49,3242.29316,41.60958131,-2002.622975,-0.018299665,0.149991162,4.999239836,-0.837668239,260.0545743,0.940694534,0.93952742,-0.812982041,-0.837668239,102074.0406,101948.6613,9.813429638,0.07672058,4.980404551,-0.84084307,21.47982788,-0.77347111
12.5,3244.893695,41.61638195,-2002.622144,-0.018318099,0.149675644,4.999469773,-0.835877337,260.0542642,0.940722136,0.93956847,-0.81124795,-0.835877337,102073.8057,101950.5097,9.81342964,0.076558322,4.980618317,-0.839045652,21.48606419,-0.772906394
12.51,3247.494227,41.62316827,-2002.621312,-0.018335558,0.149360786,4.999697313,-0.834090577,260.0539555,0.940749399,0.939609081,-0.809517831,-0.834090577,102073.5719,101952.3551,9.813429643,0.076396412,4.980830651,-0.837252389,21.49230324,-0.772343306
12.52,3250.094756,41.62994031,-2002.620479,-0.018352052,0.149046587,4.999922473,-0.832307946,260.0536482,0.940776326,0.939649253,-0.80779167,-0.832307946,102073.3392,101954.1975,9.813429646,0.076234848,4.981041561,-0.835463268,21.49854504,-0.771781841
12.53,3252.695283,41.6366981,-2002.619646,-0.018367591,0.148733044,5.000145269,-0.830529433,260.0533422,0.94080292,0.939688992,-0.806069458,-0.830529433,102073.1076,101956.0367,9.813429648,0.07607363,4.981251053,-0.833678277,21.5047896,-0.771221994
12.54,3255.295806,41.64344166,-2002.618812,-0.018382185,0.148420158,5.000365721,-0.828755024,260.0530377,0.940829183,0.939728299,-0.804351182,-0.828755024,102072.877,101957.8728,9.813429651,0.075912757,4.981459135,-0.831897403,21.51103694,-0.770663764
12.55,3257.896326,41.65017102,-2002.617977,-0.018395845,0.148107927,5.000583844,-0.826984707,260.0527345,0.940855119,0.939767179,-0.80263683,-0.826984707,102072.6476,101959.7057,9.813429653,0.075752228,4.981665813,-0.830120633,21.51728706,-0.770107144
12.56,3260.496843,41.65688623,-2002.617142,-0.018408579,0.147796348,5.000799655,-0.82521847,260.0524327,0.940880728,0.939805634,-0.800926391,-0.82521847,102072.4192,101961.5355,9.813429656,0.075592043,4.981871095,-0.828347956,21.52353997,-0.769552132
12.57,3263.097357,41.66358729,-2002.616306,-0.018420399,0.147485422,5.001013172,-0.8234563,260.0521322,0.940906015,0.939843668,-0.799219853,-0.8234563,102072.192,101963.362,9.813429658,0.0754322,4.982074989,-0.826579359,21.5297957,-0.768998723
12.58,3265.697868,41.67027426,-2002.61547,-0.018431313,0.147175146,5.00122441,-0.821698186,260.0518331,0.940930981,0.939881283,-0.797517205,-0.821698186,102071.9657,101965.1853,9.813429661,0.075272699,4.9822775,-0.82481483,21.53605425,-0.768446913
12.59,3268.298376,41.67694714,-2002.614633,-0.018441331,0.14686552,5.001433388,-0.819944114,260.0515354,0.94095563,0.939918483,-0.795818436,-0.819944114,102071.7406,101967.0054,9.813429664,0.075113539,4.982478636,-0.823054356,21.54231563,-0.7678967
12.6,3270.898881,41.68360598,-2002.613796,-0.018450464,0.146556542,5.00164012,-0.818194073,260.051239,0.940979963,0.939955271,-0.794123534,-0.818194073,102071.5165,101968.8222,9.813429666,0.07495472,4.982678404,-0.821297926,21.54857986,-0.767348078
12.61,3273.499383,41.69025081,-2002.612958,-0.01845872,0.14624821,5.001844625,-0.816448051,260.0509439,0.941003983,0.93999165,-0.792432487,-0.816448051,102071.2935,101970.6357,9.813429669,0.074796241,4.982876812,-0.819545527,21.55484695,-0.766801044
12.62,3276.099883,41.69688165,-2002.61212,-0.018466108,0.145940524,5.002046917,-0.814706036,260.0506502,0.941027693,0.940027622,-0.790745285,-0.814706036,102071.0716,101972.4458,9.813429671,0.0746381,4.983073865,-0.817797147,21.56111691,-0.766255594
12.63,3278.700379,41.70349853,-2002.611282,-0.018472639,0.145633481,5.002247015,-0.812968015,260.0503579,0.941051095,0.940063192,-0.789061917,-0.812968015,102070.8507,101974.2526,9.813429674,0.074480297,4.983269572,-0.816052774,21.56738975,-0.765711724
12.64,3281.300873,41.71010148,-2002.610443,-0.018478322,0.145327081,5.002444933,-0.811233977,260.0500669,0.941074192,0.940098361,-0.787382371,-0.811233977,102070.6308,101976.056,9.813429677,0.074322832,4.983463938,-0.814312396,21.57366548,-0.76516943
12.65,3283.901364,41.71669053,-2002.609605,-0.018483166,0.145021323,5.002640687,-0.809503911,260.0497772,0.941096985,0.940133134,-0.785706636,-0.809503911,102070.412,101977.856,9.813429679,0.074165704,4.983656971,-0.812576002,21.57994412,-0.76462871
12.66,3286.501851,41.72326571,-2002.608766,-0.01848718,0.144716205,5.002834295,-0.807777803,260.0494888,0.941119479,0.940167512,-0.784034701,-0.807777803,102070.1943,101979.6526,9.813429682,0.074008911,4.983848678,-0.81084358,21.58622568,-0.764089558
12.67,3289.102337,41.72982705,-2002.607926,-0.018490373,0.144411725,5.003025772,-0.806055643,260.0492018,0.941141674,0.9402015,-0.782366555,-0.806055643,102069.9775,101981.4458,9.813429684,0.073852453,4.984039066,-0.809115117,21.59251017,-0.763551971
12.68,3291.702819,41.73637458,-2002.607087,-0.018492754,0.144107883,5.003215133,-0.804337418,260.0489161,0.941163573,0.940235099,-0.780702187,-0.804337418,102069.7619,101983.2354,9.813429687,0.07369633,4.984228141,-0.807390602,21.5987976,-0.763015946
12.69,3294.303298,41.74290832,-2002.606248,-0.018494332,0.143804677,5.003402395,-0.802623118,260.0486317,0.941185179,0.940268313,-0.779041587,-0.802623118,102069.5472,101985.0216,9.813429689,0.073540541,4.98441591,-0.805670024,21.60508798,-0.762481479
12.7,3296.903775,41.74942831,-2002.605408,-0.018495117,0.143502106,5.003587573,-0.80091273,260.0483486,0.941206494,0.940301145,-0.777384743,-0.80091273,102069.3336,101986.8043,9.813429692,0.073385085,4.98460238,-0.803953371,21.61138133,-0.761948566
12.71,3299.504249,41.75593458,-2002.604569,-0.018495117,0.143200168,5.003770682,-0.799206244,260.0480668,0.94122752,0.940333597,-0.775731645,-0.799206244,102069.121,101988.5835,9.813429695,0.07322996,4.984787558,-0.802240631,21.61767766,-0.761417203
12.72,3302.10472,41.76242715,-2002.60373,-0.01849434,0.142898863,5.003951739,-0.797503647,260.0477863,0.94124826,0.940365673,-0.774082281,-0.797503647,102068.9094,101990.359,9.813429697,0.073075167,4.984971451,-0.800531793,21.62397697,-0.760887387
12.73,3304.705188,41.76890605,-2002.60289,-0.018492796,0.142598188,5.004130759,-0.795804928,260.0475071,0.941268716,0.940397375,-0.772436642,-0.795804928,102068.6989,101992.1311,9.8134297,0.072920705,4.985154065,-0.798826845,21.63027929,-0.760359113
12.74,3307.305653,41.77537131,-2002.602051,-0.018490493,0.142298143,5.004307756,-0.794110076,260.0472292,0.941288891,0.940428707,-0.770794716,-0.794110076,102068.4894,101993.8995,9.813429702,0.072766573,4.985335407,-0.797125777,21.63658462,-0.75983238
12.75,3309.906116,41.78182296,-2002.601212,-0.01848744,0.141998727,5.004482747,-0.792419079,260.0469526,0.941308786,0.940459671,-0.769156494,-0.792419079,102068.2808,101995.6643,9.813429705,0.07261277,4.985515484,-0.795428576,21.64289297,-0.759307182
12.76,3312.506576,41.78826103,-2002.600373,-0.018483645,0.141699937,5.004655746,-0.790731927,260.0466773,0.941328404,0.940490269,-0.767521964,-0.790731927,102068.0733,101997.4254,9.813429708,0.072459296,4.985694302,-0.793735231,21.64920437,-0.758783517
12.77,3315.107033,41.79468554,-2002.599534,-0.018479117,0.141401774,5.004826768,-0.789048608,260.0464033,0.941347748,0.940520505,-0.765891115,-0.789048608,102067.8668,101999.1829,9.81342971,0.07230615,4.985871869,-0.792045732,21.6555188,-0.75826138
12.78,3317.707488,41.80109653,-2002.598695,-0.018473864,0.141104234,5.004995829,-0.787369111,260.0461305,0.941366819,0.940550382,-0.764263939,-0.787369111,102067.6613,102000.9368,9.813429713,0.07215333,4.98604819,-0.790360067,21.6618363,-0.757740768
12.79,3320.30794,41.80749402,-2002.597857,-0.018467894,0.140807318,5.005162943,-0.785693425,260.045859,0.941385619,0.940579902,-0.762640423,-0.785693425,102067.4568,102002.6869,9.813429715,0.072000837,4.986223272,-0.788678225,21.66815687,-0.757221678
12.8,3322.908389,41.81387805,-2002.597019,-0.018461216,0.140511024,5.005328125,-0.784021538,260.0455888,0.941404152,0.940609067,-0.761020558,-0.784021538,102067.2533,102004.4334,9.813429718,0.07184867,4.986397122,-0.787000195,21.67448052,-0.756704106
